log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
161,9892554f-2a27-450e-857a-6dc76641cc65,17734,9-Aug,NA,aqra,87,num_family_member,family member should not be bigger than 13,Flagged,NA,14,14,4
162,9f6cd829-8a09-4595-9ce6-6e288130acfc,NA,5-Aug,ninewa,sinjar,107,num_family_member,family member should not be bigger than 13,Flagged,NA,16,16,4
163,a7c5d9d0-e473-46f0-9d8c-f2acbf0934eb,NA,6-Aug,salah.al.din,balad,11,num_family_member,family member should not be bigger than 13,Flagged,NA,14,14,4
164,b6547d55-892d-4ebc-bb31-998bd97b9dd9,NA,5-Aug,al.anbar,al.kaim,20,num_family_member,family member should not be bigger than 13,Flagged,NA,19,19,4
165,b69d0c45-1a18-4504-89e9-44e3afa2a12a,17051,13-Aug,NA,al.shikhan,82,num_family_member,family member should not be bigger than 13,Flagged,NA,19,19,4
166,ba5961de-b83f-4008-b9a6-74a12ec7348c,NA,27-Jul,ninewa,al.baaj,10,num_family_member,family member should not be bigger than 13,Flagged,NA,17,17,4
166,876cc672-c1e0-48d9-a21d-cee0fb6db32a,NA,16-Sep,ninewa,al.hatra,106,num_family_member,family member should not be bigger than 13,Flagged,NA,16,16,4
167,c90574de-a9b8-4860-80f5-82a4dfe89e23,NA,14-Aug,baghdad,al.kadhmiyah,108,num_family_member,family member should not be bigger than 13,Flagged,NA,18,18,4
168,c940b4a5-a099-45f1-a54e-10cbd8bc9e29,33476,25-Aug,NA,daquq,59,num_family_member,family member should not be bigger than 13,Flagged,NA,15,15,4
169,d1126f8c-69ec-4b9f-80c9-ccd60e84c177,NA,27-Jul,ninewa,al.baaj,9,num_family_member,family member should not be bigger than 13,Flagged,NA,16,16,4
170,d51d80e8-d113-46ca-ab30-37407fb0e626,NA,27-Jul,ninewa,al.baaj,4,num_family_member,family member should not be bigger than 13,Flagged,NA,14,14,4
171,e75a9dd8-335a-4fb0-9cb3-e812f2ef7413,26088,9-Sep,NA,al.falluja,14,num_family_member,family member should not be bigger than 13,Flagged,NA,18,18,4
172,ee9adc15-d493-46a6-906b-19fd1cabe184,NA,26-Jul,al.sulaymaniyah,al.sulaymaniyah,33,num_family_member,family member should not be bigger than 13,Flagged,NA,16,16,4
173,f3f58306-c787-45dd-8714-5d48126c2c82,NA,11-Aug,ninewa,telafar,106,num_family_member,family member should not be bigger than 13,Flagged,NA,14,14,4
174,fc234998-5dc4-48af-8283-ccab50b248e6,7770,13-Aug,NA,al.amadiya,85,num_family_member,family member should not be bigger than 13,Flagged,NA,15,15,4
175,ffe0bdb6-14d3-4ba0-93f6-87e9dd766ec1,23713,20-Aug,NA,shaqlawa,124,num_family_member,family member should not be bigger than 13,Flagged,NA,16,16,4
176,00ca6de7-2bd1-4537-8a13-4a8c4d7c3df0,33476,26-Aug,NA,daquq,58,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
177,03289b1b-7f9b-48c9-b795-10a2fd8fead9,NA,2-Sep,al.basrah,al.basrah,16,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
178,04e9d30b-298e-4700-92e9-8b6a26a1eba2,NA,9-Aug,salah.al.din,tikrit,101,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
179,08281330-9d9d-43fe-aa3c-08b71e717f53,17051,13-Aug,NA,al.shikhan,87,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
180,0a0db59f-ed94-45e2-aec6-c48de5358ada,15264,17-Aug,NA,al.hawiga,61,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
181,16530c62-645e-4807-abb1-bd6e519f63ff,32031,6-Aug,NA,zakho,93,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
182,16f0d6d0-94ef-411b-aca3-a7d1c7e44715,12597,8-Sep,NA,rawanduz,120,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
182,f727f167-e64c-4a70-8a99-82fefdceb74f,NA,20-Sep,ninewa,tilkaef,106,num_family_member,family member should not be bigger than 13,Flagged,NA,14,14,4
183,17494539-10e1-47d4-90e5-7f4752902118,NA,13-Aug,baghdad,al.mahmoudiya,17,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
184,18d98ecc-fb3f-45fa-9fc4-761103bbcda3,8369,30-Jul,NA,sumail,92,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
185,1d1d0766-c3d0-4a2f-b8aa-400aa8a24c06,NA,15-Aug,al.anbar,ana,107,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,15,15,5
186,1de549e2-d836-4a8a-85f9-f913b0603f6c,NA,27-Jul,ninewa,al.baaj,12,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
187,20180661-553c-472a-b52b-7d9df1762e9f,17734,9-Aug,NA,aqra,84,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
188,218c41f4-c918-41ca-beee-ef22eedff2ea,17051,13-Aug,NA,al.shikhan,82,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
189,2197ba8a-de00-49ef-a437-c3adb0ff53d5,NA,14-Aug,baghdad,al.kadhmiyah,11,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
190,21f99299-c0bf-4be2-a1c0-b35d0fe9882a,20529,9-Aug,NA,tooz.khurmato,76,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
191,23831354-1f65-4677-9d60-ea24a8679947,17752,8-Aug,NA,tilkaef,89,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,14,14,5
192,294c28ad-8b3e-4c88-bec5-0bf4461d2048,NA,15-Aug,baghdad,al.karkh,18,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
192,1bd7d810-631f-4b76-b5f8-57d57c3fbe70,NA,16-Sep,ninewa,al.hatra,101,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
193,295ac2ab-03cf-4b11-936d-a2d3712560af,NA,6-Aug,ninewa,sinjar,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
194,2d3405f8-ea5c-4f52-8f47-603492387464,8369,30-Jul,NA,sumail,93,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
194,1a022388-4422-4b72-bfb7-f81beb117353,NA,20-Sep,ninewa,tilkaef,105,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
195,2dd4950c-30d6-4de2-ab35-b7e615a2fb14,NA,27-Jul,ninewa,al.baaj,12,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
196,2f2e94f6-5fbc-49b6-8d9a-90104928bcfc,NA,12-Aug,babil,al.mussyab,16,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
197,38581953-45bf-4a11-83f1-b07bd78af535,NA,26-Jul,ninewa,al.baaj,11,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
198,3c23c73f-6c89-4b9c-8ada-8e4126e8b742,29614,30-Jul,NA,sumail,97,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
199,414a6be7-2994-4403-be73-0065490e510b,NA,27-Jul,al.sulaymaniyah,chamchamal,36,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,14,14,5
200,424fc1ae-2899-43ee-8563-e2ea681525bf,NA,10-Aug,salah.al.din,samarra,22,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,16,16,5
201,4665b339-e99f-4b68-a55f-c1639215026f,12826,19-Aug,NA,erbil,120,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
202,492773f9-88df-40c3-9aa5-5d46759fab2a,NA,11-Aug,ninewa,telafar,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
203,4f093caa-c54d-499d-bdb3-6382d85025c2,NA,12-Aug,ninewa,al.baaj,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
204,53f27ef7-4b01-4ee0-9c9b-865d41b16ce9,17051,13-Aug,NA,al.shikhan,82,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
205,54f26b33-7f70-432a-abd2-3c359f36adb2,27124,11-Aug,NA,sumail,89,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
206,57e17a6b-9262-4480-a286-e29d139078c6,NA,23-Jul,al.sulaymaniyah,halabcha,36,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
207,58c111a1-9887-433d-bb70-fc636fe07cea,NA,26-Jul,ninewa,al.baaj,3,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,14,14,5
208,591d8642-5d7a-4bd2-93c5-11ca7580aa7d,NA,15-Aug,al.anbar,ana,108,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
209,5ff61f71-ca13-4244-b422-de4bc95b2cb7,24580,12-Aug,NA,aqra,86,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
209,44010faa-7146-404f-ac82-9dc62a4b6955,NA,15-Sep,ninewa,al.mosul,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,16,16,5
210,62f0c276-d74c-4bab-8225-a525a4d1a857,7835,13-Aug,NA,al.amadiya,93,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
211,636ed853-778f-43ee-9c01-a5acfc2b16d0,25992,7-Aug,NA,zakho,84,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
212,64079532-8c6e-481c-b6b9-8b6cdc2f73e4,17752,8-Aug,NA,tilkaef,97,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
212,4291080e-ff44-4d7b-ba00-81bd3bd997ef,NA,20-Sep,ninewa,tilkaef,108,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
213,641bb68b-32d6-40db-9669-1dc25cb81617,NA,13-Aug,baghdad,al.mahmoudiya,18,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
214,66f09966-4de0-4a3c-822c-c53c85f0ea60,26052,29-Jul,NA,duhok,86,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
215,6976af32-0791-4625-bcc2-d156f0969b7b,17051,13-Aug,NA,al.shikhan,87,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,16,16,5
216,6a896d3a-1e47-4bec-aec2-f39823d2b5ab,7770,13-Aug,NA,al.amadiya,85,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
217,6bf2da1d-ea9b-458a-a7fa-80f5467da7be,NA,12-Aug,al.sulaymaniyah,kalar,33,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
218,6ce5d9b9-f965-444b-bc9c-e8f305e05e2e,17734,9-Aug,NA,aqra,87,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,19,19,5
219,6d666537-e65f-4eef-93bc-85d66f89777c,11206,29-Jul,NA,al.khalis,1,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,15,15,5
220,6ef1932e-2d99-45d8-b0e4-ef553897d3a0,NA,23-Jul,al.sulaymaniyah,halabcha,36,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
221,6f1d3d66-ed07-4938-9cb9-a0973b104707,17734,9-Aug,NA,aqra,89,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
222,704bff0d-3400-4419-ba4c-fab8b6b09d6c,NA,28-Jul,al.anbar,ana,26,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
223,72382134-a92a-4201-b353-209efbc6ad9b,7896,13-Aug,NA,al.amadiya,84,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
223,6623d672-4fc4-4ad5-b249-79c0b9191328,NA,18-Sep,ninewa,al.mosul,108,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
224,73195169-c733-4402-af5e-e070b306d441,NA,30-Jul,ninewa,al.hamdaniya,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
225,7696a10c-2778-4815-842c-d95d4b811d1b,11177,18-Aug,NA,baquba,5,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
226,7782ad25-798c-444d-bcb7-e14bcd0258a5,25672,10-Aug,NA,al.khalis,8,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
227,77b34127-147b-4a15-b26d-8e64b1b408c1,169,8-Sep,NA,al.falluja,26,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
228,792aa3d4-08f6-4280-9c85-a10583c5293d,25727,18-Aug,NA,erbil,119,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
229,79413292-5736-4f4e-bf50-de82aea52645,25868,11-Aug,NA,tooz.khurmato,72,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
230,7bcc8171-b592-4ac8-bd15-8e334cf3278e,NA,6-Aug,salah.al.din,balad,16,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
231,7fb9f9fd-fa32-4a0d-a7c1-c0652c0d8cdc,17333,7-Aug,NA,al.shikhan,87,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
232,7fed4221-0ebf-4406-8a23-09315c89a2b5,11206,29-Jul,NA,al.khalis,3,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,15,15,5
233,81527b21-235e-43f2-b23f-6c881c4b34f6,NA,10-Aug,ninewa,telafar,105,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
234,82475921-8513-46a7-aa77-055a849c5628,NA,10-Aug,ninewa,telafar,98,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
234,6d9e0235-cd18-41d6-b285-2aab63ed3a65,NA,20-Sep,ninewa,tilkaef,105,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
235,85863e9a-6a5c-4226-8bf5-9ce8a63d53f3,17734,9-Aug,NA,aqra,91,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
236,8789b40a-c351-4174-819d-8a73b3d6a59a,25973,17-Aug,NA,erbil,5,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
237,8b5eaa88-cb3c-43db-8d12-6bad419cdd7a,24632,23-Aug,NA,dibis,59,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
238,8df1c83a-ee24-447f-9a4a-b197572148b9,17734,9-Aug,NA,aqra,94,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
239,946a2de7-3fbf-42f9-b64a-a6f439f130c4,NA,20-Jul,al.sulaymaniyah,al.sulaymaniyah,2,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
240,9602c7cc-2a4a-4e0c-81a3-0ab5a58ae660,20720,4-Aug,NA,beygee,75,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
241,9892554f-2a27-450e-857a-6dc76641cc65,17734,9-Aug,NA,aqra,87,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
242,98c54426-6653-41c8-b8d9-961eda361f76,17734,9-Aug,NA,aqra,89,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,15,15,5
243,9f6cd829-8a09-4595-9ce6-6e288130acfc,NA,5-Aug,ninewa,sinjar,107,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
244,a7c5d9d0-e473-46f0-9d8c-f2acbf0934eb,NA,6-Aug,salah.al.din,balad,11,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,14,14,5
245,a97de735-6ab5-4e0e-b7c0-1d97ed2f9787,NA,26-Jul,ninewa,al.baaj,9,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
246,aee862cc-0d7c-4419-9bbc-a6be2f7f090f,NA,17-Aug,al.najaf,al.kufa,17,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
246,876cc672-c1e0-48d9-a21d-cee0fb6db32a,NA,16-Sep,ninewa,al.hatra,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,15,15,5
247,b1ec29ca-2225-4d8a-9ca3-ba03a755fcd1,NA,5-Aug,ninewa,sinjar,102,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
248,b2a13dec-ecfd-43ca-ae47-db1f5b9918b8,32028,6-Aug,NA,zakho,94,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
249,b5b4ccf5-20c0-43ea-85dd-2dbcd3e03da6,NA,5-Aug,al.sulaymaniyah,dokan,33,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
250,b6547d55-892d-4ebc-bb31-998bd97b9dd9,NA,5-Aug,al.anbar,al.kaim,20,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,15,15,5
251,b69d0c45-1a18-4504-89e9-44e3afa2a12a,17051,13-Aug,NA,al.shikhan,82,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,14,14,5
252,b89ea3ed-2387-4d5f-bac1-d59584580d4e,14530,27-Jul,NA,kirkuk,65,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
253,ba5961de-b83f-4008-b9a6-74a12ec7348c,NA,27-Jul,ninewa,al.baaj,10,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,17,17,5
254,c03f0616-df81-4348-8ec4-1a4d2c421c78,20484,10-Aug,NA,tooz.khurmato,77,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
255,c8578c55-c6d3-4beb-868f-5a9c872a75ca,NA,14-Aug,salah.al.din,samarra,16,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
255,9f8dce12-90a7-41bc-9e62-bfc2154a379a,NA,18-Sep,ninewa,al.mosul,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
255,920ffe6a-f27c-4863-8154-72da8b062c1c,NA,20-Sep,ninewa,tilkaef,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
256,c90574de-a9b8-4860-80f5-82a4dfe89e23,NA,14-Aug,baghdad,al.kadhmiyah,108,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
257,c940b4a5-a099-45f1-a54e-10cbd8bc9e29,33476,25-Aug,NA,daquq,59,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,14,14,5
258,c989434d-382d-48a6-bf54-c6fae9a7c96e,NA,13-Aug,baghdad,al.mahmoudiya,105,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
259,ca3b88a5-e74c-407c-9b63-d7b3a1c9710c,25866,7-Aug,NA,tooz.khurmato,71,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
260,cb830824-6fe9-4338-85c1-9bc9561dfb1f,NA,29-Jul,al.sulaymaniyah,halabcha,36,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
261,ce39a507-5761-4515-b3d6-2fe574ac15ca,NA,14-Aug,baghdad,al.adhamiya,20,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
262,cf52dfc6-6813-40d6-824e-ba32b9f72243,33123,27-Jul,NA,al.shirqat,78,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,15,15,5
263,d1126f8c-69ec-4b9f-80c9-ccd60e84c177,NA,27-Jul,ninewa,al.baaj,9,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
264,d51d80e8-d113-46ca-ab30-37407fb0e626,NA,27-Jul,ninewa,al.baaj,4,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,14,14,5
265,dad8a9e8-b70a-4ce7-9773-34d7806c1958,NA,16-Aug,al.najaf,al.najaf,18,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
266,e1a0b682-46ba-41a2-ae48-c7aad2ab8d3a,16953,11-Aug,NA,aqra,82,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
266,bbc3d82e-eeca-4056-a264-098662fcbcae,NA,14-Sep,ninewa,al.mosul,107,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
267,e75a9dd8-335a-4fb0-9cb3-e812f2ef7413,26088,9-Sep,NA,al.falluja,14,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,16,16,5
268,eb490663-7775-4e9e-b32d-d52696b4452d,12948,20-Aug,NA,shaqlawa,122,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
268,c2cc4b85-72d3-4448-8310-41531815a5e4,NA,18-Sep,ninewa,al.mosul,108,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
268,b5d7b7b4-b2d6-48f4-a1a6-49fbe3c28f35,NA,20-Sep,ninewa,tilkaef,109,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
269,edc9ea01-fc6a-421c-a532-359e1d42241f,20529,9-Aug,NA,tooz.khurmato,75,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
270,ee9adc15-d493-46a6-906b-19fd1cabe184,NA,26-Jul,al.sulaymaniyah,al.sulaymaniyah,33,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
271,f2f27a72-24d9-4f11-9f30-2427237887f4,NA,27-Jul,ninewa,al.baaj,8,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
272,f316d445-70c6-4258-bb2d-f8d9942e589f,22296,23-Jul,NA,kirkuk,60,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
273,f527366f-ff86-4762-b820-1da369973a95,NA,21-Jul,baghdad,al.adhamiya,32,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
274,f599fec4-dd7d-4c36-82ff-5476e658b746,NA,27-Jul,ninewa,al.baaj,13,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,12,12,5
275,f878d114-5e0d-4b30-b3e5-acd5d36da7e7,NA,5-Aug,ninewa,sinjar,106,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,11,11,5
276,fc234998-5dc4-48af-8283-ccab50b248e6,7770,13-Aug,NA,al.amadiya,85,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,13,13,5
277,ffe0bdb6-14d3-4ba0-93f6-87e9dd766ec1,23713,20-Aug,NA,shaqlawa,124,tot_6_above,"Outlier, family size larger than 10""",Flagged,NA,16,16,5
278,007460fa-2991-40be-92ef-5bc36af17492,31727,26-Jul,NA,kirkuk,63,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
279,007cae65-0ca8-4d69-a752-69cec84781d3,NA,21-Jul,al.sulaymaniyah,chamchamal,1,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,7,7,6
280,008ae844-a386-4ac1-b406-69bf4d561cc0,21702,13-Aug,NA,kirkuk,63,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,6,6,6
281,0150e40e-7ec9-4dbb-8e51-37d02fc735a7,NA,11-Aug,ninewa,telafar,110,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
282,018f176c-b4be-4463-a81c-7c4b954a05fb,21086,11-Sep,NA,al.ramadi,24,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
283,01a9044d-93f8-41ad-8564-38e2e8aba129,8369,30-Jul,NA,sumail,87,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
284,01f0f1b5-b4c1-47f9-9cc7-9d982eb8ceb8,33476,25-Aug,NA,daquq,59,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
285,024439ef-5344-4896-b942-64a3a0317067,107,9-Sep,NA,al.falluja,14,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
286,0282cb73-ef0d-40bd-8f6d-dd64ec52bdde,NA,14-Aug,baghdad,al.kadhmiyah,106,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
287,03016a2a-7cd9-4d7d-99bb-667b8a6fa6ee,26047,28-Jul,NA,duhok,87,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
288,0374a5d9-66d0-48c1-abce-cd690ac9e072,15271,5-Aug,NA,beygee,74,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
